model,flag,contact_probability,duration_generations,duration_years,seed,primary_ignition,first_generation,final_repertoire,final_primary_fraction,final_cognition,final_infrastructure
Full model,0,0.06,60,1500,1060622,1,136,27.2,0.984375,0.5005180340771326,0.9972210305587156
Full model,0,0.06,60,1500,1060623,0,173,12.84375,0.375,0.2975279885786178,0.3842281883323745
Full model,0,0.06,60,1500,1060624,1,144,27.259375,0.996875,0.5022614178187186,0.997291589839044
Full model,0,0.06,60,1500,1060625,1,147,26.3125,0.934375,0.5364437714146695,0.9376434151277644
Full model,0,0.06,60,1500,1060626,1,142,24.715625,0.871875,0.4747471811848788,0.8763645389691824
Full model,0,0.06,60,1500,1060627,0,182,13.890625,0.48125,0.3541711846629665,0.506687141858008
Full model,0,0.06,60,1500,1060628,1,130,27.853125,0.99375,0.5672881456968601,0.997488681834327
Full model,0,0.06,60,1500,1060629,0,287,10.434375,0.309375,0.3016546536655723,0.3265202339907098
Full model,0,0.06,60,1500,1060630,0,270,8.15625,0.215625,0.2544602721500469,0.2453953955990656
Full model,0,0.06,60,1500,1060631,1,156,20.721875,0.684375,0.4463098340178896,0.6967377744557842
Full model,0,0.06,60,1500,1060632,0,-1,4.4,0.0,0.2317124985106047,0.0201774950685615
Full model,0,0.06,60,1500,1060633,0,161,17.45,0.5625,0.3942678295852617,0.5711786612842235
Full model,0,0.06,60,1500,1060634,1,149,26.1,0.934375,0.5190748185359304,0.9363764123586198
Full model,0,0.06,60,1500,1060635,1,137,27.665625,1.0,0.5302459911201037,0.9974510589716298
Full model,0,0.06,60,1500,1060636,0,181,13.009375,0.384375,0.3893837701769809,0.4233111352401998
Full model,0,0.06,60,1500,1060637,0,161,13.571875,0.434375,0.353400684180945,0.4482483642413545
Full model,0,0.06,60,1500,1060638,1,144,24.971875,0.871875,0.5143353045244575,0.8749503249898112
Full model,0,0.06,60,1500,1060639,1,153,27.928125,1.0,0.5660268177795528,0.9974260969397646
Full model,0,0.06,60,1500,1060640,0,-1,4.696875,0.0,0.239832904449831,0.0204141518384157
Full model,0,0.06,60,1500,1060641,0,156,16.325,0.559375,0.3807886698108362,0.5708295271926506
Full model,0,0.06,60,1500,1060642,0,163,9.225,0.25,0.3095835464741511,0.2799663219877727
Full model,0,0.06,60,1500,1060643,1,157,20.828125,0.684375,0.4759223315603115,0.7019443723003969
Full model,0,0.06,60,1500,1060644,0,-1,4.371875,0.0,0.2448826462278269,0.0173789718306351
Full model,0,0.06,60,1500,1060645,1,142,26.340625,0.9375,0.5142230531668982,0.93620127644602
Full model,0,0.06,60,1500,1060646,0,-1,4.478125,0.0,0.2843834804106554,0.0215730518256601
Full model,0,0.06,60,1500,1060647,0,247,8.1375,0.1875,0.2992719649176125,0.2050776229798085
Full model,0,0.06,60,1500,1060648,1,142,24.69375,0.878125,0.4870008578299902,0.8758046540839789
Full model,0,0.06,60,1500,1060649,1,152,27.740625,0.996875,0.5290299297360808,0.9973182240046564
Full model,0,0.1,60,1500,1061000,1,159,27.1625,1.0,0.5008186393972528,0.9972830065722796
Full model,0,0.1,60,1500,1061001,0,-1,4.771875,0.0,0.2587498263882788,0.0366591043635086
Full model,0,0.1,60,1500,1061002,1,142,27.434375,0.996875,0.504351368432231,0.997227679088226
Full model,0,0.1,60,1500,1061003,1,128,27.765625,0.996875,0.514419716012206,0.9973309678113776
Full model,0,0.1,60,1500,1061004,1,143,27.825,0.99375,0.5692383672209291,0.9975822023219624
Full model,0,0.1,60,1500,1061005,1,157,28.23125,0.996875,0.5785121248006458,0.9974883409825857
Full model,0,0.1,60,1500,1061006,1,132,27.846875,1.0,0.5476817379016001,0.9974214957995756
Full model,0,0.1,60,1500,1061007,0,187,15.14375,0.5,0.3437442066855199,0.5420768757810988
Full model,0,0.1,60,1500,1061008,1,131,27.640625,1.0,0.5311012692919045,0.9974751108097925
Full model,0,0.1,60,1500,1061009,1,140,27.90625,1.0,0.554471440224437,0.99751998781449
Full model,0,0.1,60,1500,1061010,1,163,20.771875,0.684375,0.456858086222271,0.6964150842400598
Full model,0,0.1,60,1500,1061011,1,157,25.946875,0.93125,0.4962516932032839,0.9358505510703712
Full model,0,0.1,60,1500,1061012,0,329,9.621875,0.3,0.3113129623312032,0.3228182599628116
Full model,0,0.1,60,1500,1061013,0,386,6.11875,0.09375,0.2495971768473425,0.1363107921238619
Full model,0,0.1,60,1500,1061014,1,141,27.8875,0.996875,0.5711420790001045,0.9975975652672248
Full model,0,0.1,60,1500,1061015,1,141,27.71875,0.996875,0.5552510851703205,0.9974263478450772
Full model,0,0.1,60,1500,1061016,0,165,17.240625,0.559375,0.389388525450938,0.5714913317929585
Full model,0,0.1,60,1500,1061017,1,149,27.621875,0.990625,0.5395556088763904,0.9974488226288596
Full model,0,0.1,60,1500,1061018,1,138,27.3125,0.990625,0.5201419576308315,0.9972261802042908
Full model,0,0.1,60,1500,1061019,0,-1,5.5125,0.046875,0.2882983314187787,0.0850289511840681
Full model,0,0.1,60,1500,1061020,0,-1,5.4125,0.0625,0.2483026544732855,0.0802262043661892
Full model,0,0.1,60,1500,1061021,1,156,26.3375,0.9375,0.5362165466596995,0.9360691988087008
Full model,0,0.1,60,1500,1061022,1,138,27.925,0.996875,0.5616398605055123,0.9974410167888206
Full model,0,0.1,60,1500,1061023,1,154,27.571875,0.996875,0.5275434332177424,0.997299301817141
Full model,0,0.1,60,1500,1061024,0,233,8.121875,0.1875,0.2684894889705251,0.2030900703286712
Full model,0,0.1,60,1500,1061025,1,149,26.596875,0.9375,0.5612307360957945,0.9506329926027888
Full model,0,0.1,60,1500,1061026,1,165,26.225,0.934375,0.5101162963544391,0.9458926406429248
Full model,0,0.1,60,1500,1061027,1,140,28.0875,1.0,0.583191607097979,0.9975069058885668
Full model,0,0.1,60,1500,1061028,0,172,18.68125,0.61875,0.404553546660673,0.6327197380887469
Full model,0,0.1,60,1500,1061029,1,137,27.9375,1.0,0.564341280215848,0.9975508554027684
Full model,0,0.1,60,1500,1061030,1,143,28.065625,1.0,0.5621084576475055,0.997584948303061
Full model,0,0.1,60,1500,1061031,1,135,27.996875,1.0,0.5727603610415091,0.997491662411371
Full model,0,0.1,60,1500,1061032,1,166,24.575,0.865625,0.4849666014745352,0.8754175805937348
Full model,0,0.1,60,1500,1061033,0,166,14.49375,0.4375,0.3587980043036969,0.4494638936070918
Full model,0,0.1,60,1500,1061034,0,166,17.68125,0.5625,0.4149433906150502,0.6034544355961885
Full model,0,0.1,60,1500,1061035,1,136,27.584375,1.0,0.5527202301306686,0.9974080939715566
Full model,0,0.1,60,1500,1061036,1,144,27.621875,0.99375,0.5414182115705106,0.9971295389546028
Full model,0,0.1,60,1500,1061037,1,155,27.953125,0.996875,0.5545955906797483,0.9975168402234632
Full model,0,0.1,60,1500,1061038,1,147,28.084375,1.0,0.600678506775449,0.9976621225534268
Full model,0,0.1,60,1500,1061039,1,140,27.203125,0.990625,0.5039253008631849,0.9970852952856633
Full model,0,0.1,60,1500,1061040,1,141,27.878125,0.996875,0.5486789756533527,0.9974353616763934
Full model,0,0.1,60,1500,1061041,1,138,27.88125,0.99375,0.5359627813414242,0.9975226274622696
Full model,0,0.1,60,1500,1061042,1,157,27.684375,1.0,0.5416650434493311,0.9973037471034728
Full model,0,0.1,60,1500,1061043,0,197,11.925,0.375,0.3533290196413558,0.3864633522024688
Full model,0,0.1,60,1500,1061044,1,138,27.346875,0.996875,0.500703838379111,0.9972460846998392
Full model,0,0.1,60,1500,1061045,1,135,27.30625,0.996875,0.5068643154065875,0.9973420244033296
Full model,0,0.1,60,1500,1061046,1,153,26.053125,0.9375,0.4913104583146638,0.9359063904208196
Full model,0,0.1,60,1500,1061047,1,133,27.86875,0.996875,0.558317619675989,0.997413311559039
Full model,0,0.1,60,1500,1061048,1,158,26.3375,0.93125,0.5306484879068926,0.9365325106004172
Full model,0,0.1,60,1500,1061049,0,171,13.746875,0.434375,0.3474257196066227,0.4492961521667218
Full model,0,0.16,60,1500,1061600,1,134,27.80625,0.996875,0.535930804999492,0.9973128733140986
Full model,0,0.16,60,1500,1061601,1,168,21.753125,0.74375,0.4327290471568549,0.7545078728364983
Full model,0,0.16,60,1500,1061602,1,148,27.4375,0.996875,0.5292488348319464,0.9972910863120276
Full model,0,0.16,60,1500,1061603,1,134,27.925,0.99375,0.58191945803656,0.9975522677890364
Full model,0,0.16,60,1500,1061604,1,144,27.278125,1.0,0.4888399273375987,0.9971765468897004
Full model,0,0.16,60,1500,1061605,1,135,27.60625,1.0,0.5237835088177512,0.9973248941673648
Full model,0,0.16,60,1500,1061606,1,150,28.078125,0.996875,0.5852539371904344,0.9975533464747552
Full model,0,0.16,60,1500,1061607,1,128,27.746875,0.996875,0.537865057436342,0.997410296426792
Full model,0,0.16,60,1500,1061608,1,134,27.71875,1.0,0.5388255735761767,0.9973113490461338
Full model,0,0.16,60,1500,1061609,1,144,27.440625,0.996875,0.5252513487262672,0.9973563497583856
Full model,0,0.16,60,1500,1061610,1,173,18.63125,0.628125,0.4191813569256479,0.6316507055949727
Full model,0,0.16,60,1500,1061611,1,177,19.58125,0.621875,0.4274705369727878,0.6525372749162921
Full model,0,0.16,60,1500,1061612,1,172,26.121875,0.934375,0.4964930059454382,0.9370009296648154
Full model,0,0.16,60,1500,1061613,1,156,27.825,1.0,0.5522333133365096,0.9974249064093444
Full model,0,0.16,60,1500,1061614,0,290,8.959375,0.246875,0.3041596647784857,0.2634169065623672
Full model,0,0.16,60,1500,1061615,1,147,27.684375,0.99375,0.5591514860242446,0.9974551957935832
Full model,0,0.16,60,1500,1061616,1,136,27.434375,0.996875,0.5305968325929804,0.997300344033807
Full model,0,0.16,60,1500,1061617,1,151,27.99375,0.99375,0.5452825539662974,0.9973684162759604
Full model,0,0.16,60,1500,1061618,1,137,27.659375,0.990625,0.5394444643688894,0.9973308297719784
Full model,0,0.16,60,1500,1061619,1,155,27.80625,0.99375,0.5492327024199222,0.9974009688955134
Full model,0,0.16,60,1500,1061620,1,145,27.771875,0.996875,0.5383237703695655,0.997361551844911
Full model,0,0.16,60,1500,1061621,1,152,27.34375,1.0,0.5207237226101772,0.9972740927819536
Full model,0,0.16,60,1500,1061622,1,130,27.69375,1.0,0.5312480589800497,0.9973602102573974
Full model,0,0.16,60,1500,1061623,1,144,27.7625,0.990625,0.5390494604141038,0.9972642042091834
Full model,0,0.16,60,1500,1061624,1,139,27.70625,0.996875,0.5581119805772861,0.9974778314735158
Full model,0,0.16,60,1500,1061625,1,138,27.446875,0.996875,0.5181700928346371,0.997319733166546
Full model,0,0.16,60,1500,1061626,0,175,12.696875,0.375,0.3453089454395555,0.3875381979651774
Full model,0,0.16,60,1500,1061627,1,136,27.803125,0.996875,0.5554711280457914,0.9974634853207064
Full model,0,0.16,60,1500,1061628,1,140,27.503125,0.996875,0.5155441433951407,0.9972495958837644
Full model,0,0.16,60,1500,1061629,1,143,27.8,1.0,0.5431149215906854,0.9974797305808484
Full model,0,0.16,60,1500,1061630,1,138,27.79375,1.0,0.5473798188087071,0.997384034389486
Full model,0,0.16,60,1500,1061631,1,144,27.95625,1.0,0.5710963422364517,0.9974714200060596
Full model,0,0.16,60,1500,1061632,1,143,27.590625,1.0,0.5141813627844622,0.997332329999423
Full model,0,0.16,60,1500,1061633,1,150,28.159375,1.0,0.5745340734995876,0.9974271742086828
Full model,0,0.16,60,1500,1061634,0,184,13.09375,0.409375,0.357272922566626,0.4441083938768773
Full model,0,0.16,60,1500,1061635,1,135,27.8375,0.996875,0.5654959421569961,0.9975033068822222
Full model,0,0.16,60,1500,1061636,0,173,16.228125,0.559375,0.3729064532316357,0.5714095772691011
Full model,0,0.16,60,1500,1061637,1,140,27.76875,0.9875,0.5587455541171659,0.9973650954938564
Full model,0,0.16,60,1500,1061638,1,148,27.45625,1.0,0.5252492834669643,0.9974303711267966
Full model,0,0.16,60,1500,1061639,1,137,27.49375,0.99375,0.5465073240489687,0.9972875161351964
Full model,0,0.16,60,1500,1061640,1,141,27.83125,0.99375,0.5627901586136022,0.9975560115185772
Full model,0,0.16,60,1500,1061641,1,137,28.30625,1.0,0.5891413059849266,0.9976606055262132
Full model,0,0.16,60,1500,1061642,1,155,27.825,1.0,0.5670735195029833,0.9973937961814936
Full model,0,0.16,60,1500,1061643,1,150,27.684375,1.0,0.5432997989181035,0.9973696018755276
Full model,0,0.16,60,1500,1061644,0,181,15.49375,0.496875,0.4077271141949451,0.5172541338210449
Full model,0,0.16,60,1500,1061645,0,170,11.8625,0.371875,0.2794880389054534,0.3844847127944863
Full model,0,0.16,60,1500,1061646,1,147,27.371875,1.0,0.4946962678907096,0.997172318098816
Full model,0,0.16,60,1500,1061647,1,140,27.74375,0.99375,0.5430647882984795,0.9973254575051952
Full model,0,0.16,60,1500,1061648,1,139,27.875,0.996875,0.5598792574520652,0.997514009373567
Full model,0,0.16,60,1500,1061649,1,146,27.725,1.0,0.5509838607492551,0.9974685287902284
Full model,0,0.03,80,2000,1080300,1,143,24.721875,0.875,0.467390348865815,0.8743928542334536
Full model,0,0.03,80,2000,1080301,0,190,10.75,0.30625,0.3257291422781342,0.3261143736260007
Full model,0,0.03,80,2000,1080302,1,197,22.0375,0.74375,0.472085230266637,0.7529951275044059
Full model,0,0.03,80,2000,1080303,0,235,8.54375,0.246875,0.27849254442185,0.2681305939949503
Full model,0,0.03,80,2000,1080304,0,-1,4.9625,0.0,0.2779893240032215,0.0316566412993831
Full model,0,0.03,80,2000,1080305,1,139,24.6,0.865625,0.490533914552983,0.8782775717004774
Full model,0,0.03,80,2000,1080306,1,145,19.184375,0.625,0.4238873950637821,0.6331620484216762
Full model,0,0.03,80,2000,1080307,0,161,16.8125,0.503125,0.4013998604504102,0.54732850655259
Full model,0,0.03,80,2000,1080308,0,272,9.659375,0.28125,0.2905683152486139,0.3061595726207285
Full model,0,0.03,80,2000,1080309,0,197,15.078125,0.5,0.340306374712066,0.518928405632829
Full model,0,0.03,80,2000,1080310,1,156,22.503125,0.75,0.4892109241058094,0.7620414612575505
Full model,0,0.03,80,2000,1080311,0,181,15.028125,0.4375,0.3455800247923916,0.4652980614140959
Full model,0,0.03,80,2000,1080312,0,176,17.584375,0.559375,0.400853203265365,0.5876297101869947
Full model,0,0.03,80,2000,1080313,0,210,8.603125,0.1875,0.3069648023217651,0.2218304853193851
Full model,0,0.03,80,2000,1080314,0,165,20.265625,0.6875,0.451205277152945,0.6953404649531415
Full model,0,0.03,80,2000,1080315,0,196,5.25,0.05625,0.2352042943676398,0.0782932694900139
Full model,0,0.03,80,2000,1080316,1,159,23.125,0.80625,0.4550497737142454,0.8151434715383413
Full model,0,0.03,80,2000,1080317,0,229,11.075,0.30625,0.3298090982461436,0.3272159221126143
Full model,0,0.03,80,2000,1080318,1,169,24.453125,0.8625,0.4623793767761075,0.8745875183667137
Full model,0,0.03,80,2000,1080319,1,153,23.446875,0.8125,0.4865361537058296,0.8147057212443966
Full model,0,0.03,80,2000,1080320,0,175,19.95,0.6875,0.4035407432734635,0.6941133096544029
Full model,0,0.03,80,2000,1080321,1,173,21.85,0.746875,0.4293157447341551,0.7521861039568682
Full model,0,0.03,80,2000,1080322,0,255,15.834375,0.55,0.3413232030665402,0.5674860160948176
Full model,0,0.03,80,2000,1080323,0,154,17.4875,0.559375,0.3793247548039312,0.5694196666010626
Full model,0,0.03,80,2000,1080324,1,172,23.278125,0.809375,0.4894243174319208,0.8132283981401421
Full model,0,0.03,80,2000,1080325,0,-1,4.640625,0.0,0.2564155250722154,0.0193971846806546
Full model,0,0.03,80,2000,1080326,1,148,22.4,0.75,0.4897675878728779,0.7554316623077623
Full model,0,0.03,80,2000,1080327,1,144,19.284375,0.625,0.4347599403224899,0.6327219666715521
Full model,0,0.03,80,2000,1080328,0,-1,4.9625,0.0,0.2523813479033458,0.0572236071273494
Full model,0,0.03,80,2000,1080329,0,188,15.096875,0.4375,0.3788426354800255,0.4496637235285559
Full model,0,0.03,80,2000,1080330,0,187,15.978125,0.496875,0.3521911708102192,0.5144325523305788
Full model,0,0.03,80,2000,1080331,1,179,18.78125,0.625,0.4122500515867854,0.6299896124413088
Full model,0,0.03,80,2000,1080332,0,213,8.2375,0.184375,0.2699255019526724,0.208139052217966
Full model,0,0.03,80,2000,1080333,0,155,16.203125,0.49375,0.3905669624468068,0.5145054770022881
Full model,0,0.03,80,2000,1080334,1,175,19.4,0.621875,0.4236345766585238,0.6319895758386749
Full model,0,0.03,80,2000,1080335,0,201,8.1375,0.1875,0.279166682043925,0.2116635282625191
Full model,0,0.03,80,2000,1080336,1,159,23.7125,0.809375,0.5033127844862307,0.818616732900574
Full model,0,0.03,80,2000,1080337,0,152,14.81875,0.4375,0.367721360601316,0.4510264058648902
Full model,0,0.03,80,2000,1080338,0,241,6.796875,0.125,0.2676841260874567,0.1495698260023543
Full model,0,0.03,80,2000,1080339,0,201,6.48125,0.125,0.2783595423301449,0.1419583661918741
Full model,0,0.03,80,2000,1080340,0,187,13.634375,0.4375,0.3345355238082809,0.4474333490576646
Full model,0,0.03,80,2000,1080341,1,127,21.83125,0.75,0.4401828831776854,0.7521862496475106
Full model,0,0.03,80,2000,1080342,0,180,16.365625,0.5,0.3926029404352973,0.5168390505260416
Full model,0,0.03,80,2000,1080343,1,168,23.484375,0.8125,0.4552512320157502,0.8155885091157101
Full model,0,0.03,80,2000,1080344,1,163,22.7375,0.809375,0.4465976108243604,0.8156594372948023
Full model,0,0.03,80,2000,1080345,1,159,21.078125,0.734375,0.4376247021885458,0.7514944817796202
Full model,0,0.03,80,2000,1080346,0,180,10.4625,0.30625,0.3279474044867294,0.3262205935622967
Full model,0,0.03,80,2000,1080347,0,192,13.5875,0.425,0.3263805049331317,0.448614581831235
Full model,0,0.03,80,2000,1080348,0,263,7.94375,0.18125,0.2748364200292901,0.2126748971363373
Full model,0,0.03,80,2000,1080349,0,-1,5.83125,0.0625,0.2826532992548449,0.1323235302287208
Full model,0,0.06,80,2000,1080600,1,141,27.7125,0.996875,0.5235322829063755,0.9974109291255188
Full model,0,0.06,80,2000,1080601,1,163,27.890625,0.996875,0.5546792383171685,0.997427612486884
Full model,0,0.06,80,2000,1080602,1,169,23.675,0.8125,0.4805982612996263,0.8164919634561622
Full model,0,0.06,80,2000,1080603,1,139,27.65,1.0,0.5423201623876905,0.9974254366376047
Full model,0,0.06,80,2000,1080604,1,167,20.28125,0.684375,0.453208019956079,0.692404350824154
Full model,0,0.06,80,2000,1080605,1,157,27.725,0.99375,0.5402362627482697,0.997385133305652
Full model,0,0.06,80,2000,1080606,0,167,15.315625,0.49375,0.3633226798134757,0.5115581687202093
Full model,0,0.06,80,2000,1080607,0,188,14.1875,0.4375,0.367019370528716,0.4499068446028606
Full model,0,0.06,80,2000,1080608,1,147,27.346875,0.990625,0.5173159984463166,0.9970825903308544
Full model,0,0.06,80,2000,1080609,0,176,9.45,0.240625,0.272271633490893,0.2621143817077481
Full model,0,0.06,80,2000,1080610,1,134,28.0625,1.0,0.5564349362649507,0.9975051137957172
Full model,0,0.06,80,2000,1080611,1,153,28.053125,1.0,0.5826170912266989,0.997519826405263
Full model,0,0.06,80,2000,1080612,1,135,27.68125,1.0,0.5528896132053368,0.997381184647266
Full model,0,0.06,80,2000,1080613,0,203,12.490625,0.375,0.3205999463399772,0.385333194396353
Full model,0,0.06,80,2000,1080614,1,153,27.590625,1.0,0.5217799550110644,0.997263664632326
Full model,0,0.06,80,2000,1080615,1,178,21.840625,0.75,0.4387726597043122,0.7525346897840124
Full model,0,0.06,80,2000,1080616,1,148,27.515625,0.996875,0.5373268082225511,0.9972773983974867
Full model,0,0.06,80,2000,1080617,1,162,19.10625,0.625,0.4063952809641166,0.6326531922286646
Full model,0,0.06,80,2000,1080618,1,140,27.253125,1.0,0.497687044789343,0.9971295053254896
Full model,0,0.06,80,2000,1080619,0,185,9.9125,0.25,0.3317066697400032,0.2746319234692046
Full model,0,0.06,80,2000,1080620,1,162,20.6625,0.6875,0.4468707185009881,0.6965306773777268
Full model,0,0.06,80,2000,1080621,1,156,27.803125,0.99375,0.5501855253000947,0.9973341109911998
Full model,0,0.06,80,2000,1080622,1,150,27.43125,0.990625,0.5119526885301363,0.9971598467971492
Full model,0,0.06,80,2000,1080623,0,186,16.790625,0.559375,0.3300814655796446,0.5676830393464491
Full model,0,0.06,80,2000,1080624,0,195,10.6375,0.309375,0.3135856833319447,0.3290214116261938
Full model,0,0.06,80,2000,1080625,0,200,16.440625,0.5,0.4000379670661699,0.5119859445886168
Full model,0,0.06,80,2000,1080626,1,162,20.51875,0.684375,0.4236230249411499,0.6935110224355238
Full model,0,0.06,80,2000,1080627,1,151,27.803125,1.0,0.542946940459869,0.9973179929541868
Full model,0,0.06,80,2000,1080628,0,221,7.834375,0.1875,0.2922776150595707,0.2010308040126605
Full model,0,0.06,80,2000,1080629,0,171,13.928125,0.4375,0.3313059742008791,0.4486781200165816
Full model,0,0.06,80,2000,1080630,1,157,27.915625,1.0,0.5592718663862501,0.997532733478381
